image_id,PredictionString
3f51f6bbad915b2d088bdceea490f3ff,13 0.2 1875 886 2130 1089 11 0.3 421 339 1056 1007 13 0.5 478 531 900 974 11 0.6 1401 274 1969 514 13 0.6 1430 383 2140 1335 13 0.6 445 514 994 1193 11 0.7 431 350 810 684
72cfa22b529d2ae71985b2636cb9baf8,7 0.2 1254 480 1476 690 11 0.2 1818 384 2190 474 13 0.3 1872 408 2364 780 13 0.3 1242 474 1482 684 11 0.3 1884 402 2364 780 11 0.4 1188 420 1440 492 13 0.4 2136 522 2364 750 13 0.4 2010 546 2328 792 13 0.5 1938 522 2334 954 11 0.7 2124 516 2370 750 3 0.7 1410 1734 2388 2094 0 0.8 1710 672 2004 1002
5254623fe2189d170d018917e5833c79,11 0.2 1455 449 1752 637 11 0.3 278 1750 433 2000 11 0.4 657 471 972 548 3 0.6 871 1562 1871 1850 0 0.8 1168 870 1433 1141
bbab4dd25cce6bcce8cfbc431301d5e1,14 1 0 0 1 1
b6306e43c25510ae95720bc16ce3e9df,14 1 0 0 1 1
4b81d215ee6e2cb1d59cd812475c0172,14 1 0 0 1 1
ded48559b86e307d86f522abb9bab7d1,14 1 0 0 1 1
86f163288f42611c975cbc28990cadd3,0 0.6 1570 592 2010 973 3 0.7 1260 1143 2473 1594
a7e8992bfbf1e24fb95721fb71e51159,14 1 0 0 1 1
2149d92bf6e0a54eefb4ad12a24decd9,11 0.4 576 266 806 327
493a7af11aa1a9a1a676aba29e0c6f9d,11 0.2 630 358 1036 472 13 0.4 552 369 981 911 5 0.6 269 374 990 2266 11 0.6 1291 385 1665 472 0 0.8 1113 802 1355 1036
3075716fb54707f068e0ecd8d687f799,0 0.8 1000 815 1208 1021
af72268c7cc92691f6f095ad6ba5af60,14 1 0 0 1 1
32b33ed354f4f86cec0a90e53f584d58,3 0.2 978 1839 1922 2200 0 0.8 1254 1076 1553 1402
818a1e7fcce109b3640d73dcf9ae74da,14 1 0 0 1 1
a3874b272553659e7d83cfaf09dad9e0,2 0.3 1479 764 1579 931 0 0.9 1306 698 1589 969 3 0.9 883 1545 2007 1955
5c0e796a597b61fba079b721221267a4,11 0.2 1635 186 1945 267
13775f4e51c24f0cd01ba11398e2caeb,14 1 0 0 1 1
62019939690f6d1adffa89335bc8822f,3 0.8 957 1594 2353 2021 0 0.8 1585 791 1925 1154
47e9bd83458885c6edba8b24a267a392,6 0.2 370 679 995 1451 10 0.3 229 1365 823 2365 7 0.4 412 1562 1026 2205 13 0.5 391 686 1021 1445 10 0.6 391 1569 1026 2229 13 0.6 1630 463 2313 1217 10 0.6 229 1482 1151 2612
673fdef5f3c813232620a6d2af079cac,5 0.2 438 853 976 1806 9 0.2 1382 787 1976 1833 0 0.2 1182 836 1410 1102 13 0.2 506 931 954 1313 6 0.2 429 859 976 1806 6 0.3 1423 809 1994 1872 6 0.4 511 919 954 1318
04c6efbd31a676bb888a4f5bf53d03c1,11 0.2 1741 1898 1795 2003 0 0.6 985 778 1227 1044
e13092b1a2848a29558f6c661652332d,14 1 0 0 1 1
cc5503112f1ca892fee7fb0d1002a6f9,11 0.2 1141 280 1418 351 11 0.3 604 304 900 370 11 0.5 1157 280 1531 394 11 0.7 530 299 868 408
f3da3f6e8cbc9b17d27754339b0b2311,11 0.4 2497 2235 2614 2428 11 0.4 1867 121 2152 290 0 0.8 1472 489 1851 942
0d0561a5e6379aba13d71e50b6b70747,0 0.7 1428 840 1698 1092 8 0.7 2070 1440 2184 1530
a7b8a9e921ea304362918523cc3529ef,10 0.8 1205 1346 1834 2094 12 0.9 1278 731 1820 1407
59779a96f5abd70d14a67ebdd4502d60,7 0.2 1760 1348 1928 1471 10 0.3 1764 1272 1955 1590 11 0.3 1842 1362 1955 1595 10 0.3 1842 1362 1955 1599 5 0.3 1632 726 1904 1386 11 0.4 666 327 923 451 13 0.5 1756 1353 1924 1467 3 0.5 962 1258 1768 1552 0 0.8 1192 645 1414 878
ec84efcda776fb18bf86866e11e12832,11 0.6 2010 384 2166 504
6d5cbffaa090403113687a73278ba98e,0 0.8 1156 796 1380 1064
0956d88d67ce080413b1b3ac20ab8622,3 0.2 740 1245 1660 1636 0 0.6 996 557 1236 845
55af1c9a0c2d59b4b6a07797df35b0d5,14 1 0 0 1 1
c76cc6842dd21b058883c74433af4df7,3 0.8 736 1305 1581 1647
b56a27064980bc682ef60687a7938dc0,2 0.2 1127 648 1355 892 2 0.3 1241 720 1337 864 3 0.8 844 1213 1839 1568 0 0.8 1100 648 1346 875
4688671bef57318e17dadd91a29e1e0a,14 1 0 0 1 1
8cdb33b248a22754d1c2d8b409695a23,14 1 0 0 1 1
2cbbb0c958dbc2f4d15171d1fc11ba2a,3 0.7 868 1215 1534 1505 11 0.7 623 323 783 413
c2b303919b4fb1a317302c51de931d2c,9 0.5 789 986 1054 1440 7 0.6 789 975 1058 1440 3 0.8 794 1318 1747 1822
beaf2c5dd03389619b306ba42e2467d3,0 0.8 911 831 1149 1068 3 0.8 608 1666 1414 1993
43f36cac2950bc05f18187f0b1a7670e,0 0.8 1295 721 1555 951
b6aecabe61430787ed4cdeb4409da3cb,11 0.2 1118 342 1410 399
8408eea460f0a9a2f9aec40da98917cb,0 0.8 1009 750 1270 1030 3 0.8 682 1414 1585 1713
95c7dd4307b9ab126fe347ba6e57dd7e,11 0.3 1772 409 1861 487
0493df0059bd251e6dbb0dc71f5c5b45,5 0.2 1252 297 2031 1997 2 0.4 1146 375 1474 768 0 0.4 1093 361 1496 836 0 0.7 695 375 1500 909 5 0.8 128 283 952 1874 3 0.8 522 1069 2023 1865
4e7c01fd1cfbfc54d2ac4913f6359be7,11 0.2 1752 378 2082 444 11 0.5 2154 510 2304 612
99f7683a4b94a0cdb5f3b98953647a47,14 1 0 0 1 1
9105b96b6fdcb0dc599dc279b23c524e,5 0.6 1547 343 2126 1761 5 0.7 420 421 1072 1623
1d1fcf6654f7d727aafae5c5eba5fd7f,0 0.8 1227 942 1661 1340
ba38573ea116b6f1b299fe7f8843325d,11 0.7 1366 290 1683 381 3 0.8 969 1700 2028 2052 0 0.8 1257 745 1612 1143
da7cdc23c69b13c2677e7bf8de1a06e7,3 0.7 1094 1381 2145 1741 13 0.8 1852 753 2305 1199 0 0.8 1457 570 1756 887
8234fae0532b776d3ec872a46d34a68c,2 0.2 1588 768 1816 1113 2 0.3 1646 814 1781 1031 3 0.5 1195 1289 2186 1910 0 0.7 1512 715 1857 1213
969570a649d3d7f430dd2e4ec11b7bc4,0 0.8 1352 737 1641 1003 3 0.9 1042 1610 2157 2000
e259b6e287f75fd57c9647b256c683be,0 0.7 1588 732 1816 979 8 0.8 2186 1840 2273 1928
3db61dfe06d558636a4027e6b35ea820,11 0.2 1328 89 1645 261 11 0.7 634 136 1001 231 0 0.8 1227 575 1579 1031
4fcf87976ca07858d6ee9af47b2a719c,0 0.7 1044 712 1270 997
ea9f070ee0208d9fdbee8e73f55273fb,13 0.2 557 323 658 451 13 0.2 19 1500 238 1590 9 0.2 269 1652 378 1723 13 0.3 78 1229 639 1685 3 0.4 510 1561 1394 1827 11 0.4 1122 294 1402 361 4 0.4 97 1329 491 1675 13 0.4 561 327 693 574 13 0.4 522 346 701 726 11 0.6 1122 294 1492 394
99a41825d70b5867a2b08e20f05b4e6e,0 0.7 1230 803 1816 1248
4c60b5ec140ae2e8611927fa82726f95,3 0.2 959 1710 1965 2204 0 0.8 1239 847 1537 1153
15bb0fd575ecbe78c812dfb4eedd4b77,14 1 0 0 1 1
a1c39becc9835462d84db8c51229779f,10 0.2 161 1985 246 2150 11 0.2 156 1985 246 2150
fb0b3aea7b0a3ced3aff87fd302c9ffd,11 0.5 504 327 824 411
fe5c2e4756820873cd6e8332ad4c2e12,11 0.4 1030 325 1324 398
570cc0e3366db46a98ef038a6b5f0489,11 0.3 228 2222 296 2422 10 0.4 1812 2290 1896 2471 11 0.4 1812 2285 1900 2466
35a7775073c28080ee57ce23585cf17b,11 0.2 1647 2159 1710 2259 9 0.6 1129 603 1710 2117
4957a9685207cc3eb8425318dc83fafb,10 0.3 119 2396 237 2514 11 0.3 119 2396 237 2514 0 0.9 1414 662 1713 984
eb25ef085ffa02d960ad25d2e33d1d3e,14 1 0 0 1 1
68586360d876ffd615409150466439f2,0 0.3 1013 721 1235 963 3 0.8 717 1277 1605 1675
e82d33dfd04d95c61d8d133dcbf29691,14 1 0 0 1 1
560ff4beac01961b07e664cda2419933,14 1 0 0 1 1
33475eb6c08efe5e59c243813d3df10e,11 0.2 608 366 752 433 11 0.2 1336 382 1561 439
281b0e152c84843e22eba8f121592cea,14 1 0 0 1 1
a9e40cab375d5e1ce347b4f5587d7579,0 0.3 962 840 1164 1077
b58e4a983569ccea8cffdc2366efb4bc,11 0.2 1152 372 1416 438 3 0.8 1296 1326 2418 1644 0 0.8 1608 660 1944 978
fabac1af1db73f2ee503f521e9659b72,0 0.2 1395 650 1746 955
5ba94d99f827e546b59846aa66eea08c,7 0.6 1877 2027 2389 2478 3 0.9 1121 1669 2176 2261
8058546ca8e9113170abd89d0009b58e,10 0.2 292 1797 384 1909 11 0.2 296 1797 384 1909 0 0.8 1040 610 1252 801 3 0.9 728 1206 1700 1665
46f349b7cabf56c2c2d9c1d069f8c564,6 0.3 588 822 870 1038 9 0.3 1302 762 1668 1788 0 0.9 1560 738 1872 1020
8d612aaeaf1b5a01971cbdba49b37fdb,10 0.2 390 1740 1284 2226 11 0.3 552 336 1044 1188 11 0.4 2148 546 2298 720 10 0.5 426 288 1200 2268 10 0.6 396 1758 642 2136
e244fb86e085ac10727602e7ab36971b,10 0.3 222 1808 330 1981 3 0.8 1140 1399 2255 1857 0 0.8 1435 570 1723 848
7109c2bb3c552f274418c7d7d769445d,0 0.6 1578 756 1986 1098
20c2fc9d1babf3f47d4bf2e2d4fa0d2c,14 1 0 0 1 1
253feb1e5d47eb3543d0cd0b072df5e5,3 0.8 900 1314 1946 1754 0 0.8 1239 710 1574 1038
70b513210efb66bdbb469eeb3b3266d5,3 0.6 972 1596 2069 1986
d242d48dd1067b27d7d13b0f7ce02640,14 1 0 0 1 1
c309b6c9384427e3f85b3d339f72905c,0 0.8 1235 489 1588 875 3 0.8 887 1305 2011 1681
bcf3c35b0f1ad4207e6fb9f46e8705e5,0 0.5 1406 844 1787 1225 3 0.7 1014 1430 2209 2068
997d02719c4f6b77010d2ea5bd839edd,11 0.6 1796 505 2110 582 11 0.6 827 528 1135 647 5 0.8 228 1235 1141 2684 5 0.8 1876 1247 2658 2678 0 0.8 1540 997 1871 1366
d6678cb7ae39f575d35ab9da6d7cb171,0 0.2 958 579 1180 793
a34f741d1e299b6f7d45ef8abe29dac6,3 0.2 703 1357 1916 1889 10 0.2 73 1645 721 2221 10 0.3 1925 1529 2176 1828 0 0.4 1186 676 1483 1025 10 0.4 1446 1313 2176 1917 7 0.6 1469 510 2094 1540 10 0.6 1871 1335 2181 1811 7 0.7 151 354 1049 2000
5d6a25163584e7b05a528d3f94fda500,3 0.5 930 1660 2186 2010 11 0.6 721 362 1195 485
45dbcf1210bda737de385640e0635deb,13 0.4 2285 1430 2437 1523 0 0.8 1477 844 1934 1301 3 0.8 1131 1424 2432 1980
89712ddf9e0bcf39f38d7fb0c174b316,9 0.4 1535 755 2017 1468 9 0.7 984 714 2033 1538 9 0.7 1498 643 2075 1889
69c3b647eb846e099161d2a162ea5ce0,11 0.2 1524 509 1716 562 0 0.2 1239 840 1711 1313 7 0.2 954 544 1027 639 13 0.3 954 544 1027 645 13 0.5 934 544 1032 840 0 0.7 1440 852 1706 1206 13 0.8 1883 1431 2134 1745
ead7de33da7f44a7af362daaf2ae4d00,0 0.5 981 850 1196 1068 3 0.6 717 1386 1531 1709
9cb8ad93052c913e3cce32c0d5ca8e62,0 0.8 1059 707 1231 907 3 0.8 833 1253 1546 1509
1cc1ed63475e99d32f1884762955effc,3 0.8 1248 1554 2436 1938 0 0.9 1710 876 2046 1242
c337eb2061afda32f9639e065cfcfa51,3 0.8 980 1653 2116 2093 0 0.8 1342 780 1631 1071
f72a16b39ac8ff4b8f1df59e34710c2b,9 0.4 1017 387 1472 2069
bcb4b44fea2b97470a3cb8534a082421,14 1 0 0 1 1
d76a0128b3bd173cec3958c31feddac7,14 1 0 0 1 1
6e1cefab110115d73b04accbe36df6f0,3 0.8 775 1310 1503 1637 0 0.8 1083 641 1324 963
2f49fa57375e32c9d69f8205bd5b0a96,14 1 0 0 1 1
3fd3c7e4f7012ea21a2f8eba496c6748,3 0.3 1052 1638 2039 2016 0 0.8 1323 843 1605 1097
a704862ae5aae0c79c5c25f0d1015084,13 0.3 354 987 487 1020 0 0.8 978 755 1137 949 3 0.8 685 1229 1383 1519
615f0f5be81be998158659b735a3e8c8,9 0.2 525 1540 935 1941 11 0.2 1437 531 1738 732 8 0.3 548 1339 593 1377 13 0.4 525 1540 949 1974 13 0.6 1405 1296 1898 1686 13 0.6 1378 1242 1934 2125 11 0.7 1236 521 1711 699 13 0.7 1364 618 1647 976 11 0.7 671 499 944 624 0 0.8 1163 851 1423 1166 3 0.9 871 1675 1793 2087
786fa2f1244ca842e96cc6afb0f28870,10 0.6 1845 1361 2052 1738 7 0.7 513 737 972 1007 10 0.8 275 450 1012 1659
fb9b085e1317914e23c85afd77a1bb5d,11 0.2 372 464 572 630 0 0.8 1024 728 1268 986
a1d6138dff46a93901fbf634fce2e9ea,14 1 0 0 1 1
3658d0751f708f6676dce25b328dccca,11 0.2 640 288 916 366 11 0.4 512 283 828 376 11 0.4 140 1963 252 2095
844c43d38ba987837ba7d59a2b0c2436,5 0.8 333 554 1045 1844 0 0.8 1346 480 1633 773
b91c79d745aaf2676d55c05b895171f4,14 1 0 0 1 1
4bed68bcc1b764cd964f5e96ca83884c,5 0.3 1914 1170 2276 2105 0 0.8 1373 904 1651 1257
44e38e19f2d5fa89ebc805b4e4249f4a,10 0.3 248 1704 320 1782 11 0.3 248 1704 324 1782 11 0.5 1244 356 1436 410
137f41dd06d51d9d230b6b65740097c2,3 0.9 880 1377 2196 1747
384ee8c20076c44adbe60bfe7e805869,1 0.2 2192 1837 2362 1981 0 0.3 837 774 1573 1254 13 0.4 2163 1822 2376 1982
e518480161cfa66fe275e28a2cdb7059,14 1 0 0 1 1
3b55e52750fa2737857d05526f196b18,11 0.7 1180 370 1453 446
4c942bf5c39903d0ac282810185ddf7a,14 1 0 0 1 1
0c8cb29888d314a0a8cfd0f8278af74c,11 0.4 258 2365 366 2489 10 0.4 258 2365 372 2489 11 0.5 867 433 1161 508 0 0.8 1409 854 1687 1152
36ffc780ab3e684e32802143790e5ee1,11 0.2 272 1523 336 1636 10 0.2 272 1519 336 1636
af2c39b21636af413907f7f1cf658446,11 0.2 1532 423 1763 481 0 0.3 1191 818 1642 1133
59da7ba739c19ecee53fbcb6f6d1f707,14 1 0 0 1 1
5ca63942b0365ee7a3b26b6453f4076d,11 0.6 1464 568 1786 662 11 0.6 786 499 1148 620 0 0.8 1306 889 1689 1325 3 0.9 852 1656 2066 2114
c390e5919988358ba2aaf0b7acd2c7b9,11 0.3 623 498 814 551 2 0.4 1211 1168 1254 1196
699a8677439fd564ed21abdbf7b44db0,3 0.2 1322 783 1628 1067 0 0.3 1322 772 1623 1062
ee29da033302291107e61a87de63aee3,9 0.2 1971 1236 2074 1620 2 0.3 1971 1225 2079 1625 3 0.6 954 1471 1966 1877
00a2145de1886cb9eb88869c85d74080,13 0.7 559 1284 755 1402 0 0.8 1126 710 1352 927 3 0.9 780 1289 1886 1646
287422bed1d9d153387361889619abed,0 0.8 1173 593 1638 1047 3 0.9 694 1230 1834 1706
9e77743ee6d98ede10b36e8f12c1f226,0 0.7 1040 850 1277 1149
49381febdd648ccc7a190965fe5180bd,0 0.9 1668 624 1974 948 3 0.9 1338 1326 2454 1746
d5d43ffa4e64e63ccd92c40397d6b48b,14 1 0 0 1 1
d4e2f8980bf6bdf4b5e16068fde2d86e,0 0.3 978 631 1188 859
8718fb6c453339e5db252d14328d8ae9,14 1 0 0 1 1
048ce999447fbb6a58ea17fac775288b,3 0.2 861 1604 2010 2111 9 0.2 108 1841 929 2133
4e36b920e32cc309388138261b94f741,0 0.8 1381 804 1667 1147 3 0.9 949 1691 2045 2058
c73fd15d048336d86409528136f7bf25,7 0.4 1051 816 1382 1062
6ae66f1bc9c08766adb65d366a60e2b0,14 1 0 0 1 1
a2aa6583a1a85602ab73d2d8328dc9a9,6 0.2 175 536 732 1785 13 0.2 1445 982 1581 1082 11 0.3 1577 2012 1647 2169 6 0.3 199 1049 650 1666 5 0.3 1176 674 1593 1414 13 0.3 1219 774 1577 1215 4 0.4 245 498 779 1073 10 0.4 105 1908 273 2136
751fc253d84473e85a47a2826df12ce6,3 0.6 830 1355 1814 1698
c4b1d5911fa6db319174a4244d28c193,14 1 0 0 1 1
40b2a81a852f7138879e5d0ba0a7ebc4,11 0.3 1262 247 1507 313 0 0.8 1137 570 1355 831 3 0.9 845 1196 1643 1462
5e65e6bc517da1f30cb5ce0ce367efd6,13 0.2 822 1152 1206 1404 11 0.3 2682 2508 2778 2670 5 0.4 2220 1128 2688 1980 0 0.8 1794 960 2046 1200
5a719936747485b2902623a89643a508,11 0.2 397 1932 466 2040 7 0.2 630 1248 883 1392 13 0.2 590 1194 1032 1626 2 0.2 1493 648 1652 864 7 0.3 590 1182 1012 1626 13 0.3 630 1248 883 1392 2 0.4 1538 720 1622 840 3 0.8 1012 1392 2029 1782 0 0.8 1399 582 1687 882
375230098adb78e73b6d162c9e30acd6,14 1 0 0 1 1
9c71b33d836534579e8c2c15a9849eb0,14 1 0 0 1 1
079de341c7b3804c37114b8da3011b45,3 0.7 845 1296 1608 1580 0 0.7 1110 641 1312 869
6f69a6354bed9fabd85e9d5766075075,14 1 0 0 1 1
e90d09c66ee64d63171d0078f9d563c5,7 0.2 268 1463 1099 2214 7 0.4 439 1343 1062 2020 13 0.5 323 1179 877 1283 10 0.7 249 1463 947 2224
0e109d0f36cc8d66a4cac6bf50de3069,13 0.3 612 405 828 630 7 0.4 616 394 824 619 11 0.5 423 338 828 439 11 0.8 1121 388 1557 506
3297d4a571f2259e8699427999a79121,0 0.8 1326 997 1602 1270 3 0.9 1001 1632 2209 2107
