image_id,PredictionString
212dc39b6ba6941b034c2cd92cf97a8d,3 0.1 1242 1620 2238 1965 0 0.6 1374 864 1944 1410 0 0.8 1650 858 1956 1224
a5eabc3dd2734b211c9b09205443a2ea,13 0.0 347 690 922 1498 5 0.0 1725 1244 2005 1678 5 0.0 1417 407 1925 759 11 0.0 1982 1878 2053 1997 13 0.0 1408 463 1912 742 6 0.0 1531 1343 2026 1892 11 0.0 1351 374 1551 532 5 0.0 395 931 970 1357 11 0.0 242 1833 303 1966 13 0.0 433 695 762 922 10 0.0 1989 1886 2053 2002 10 0.0 244 1833 301 1961 13 0.0 1800 1432 2003 1548 11 0.0 1579 382 1836 548 5 0.0 422 684 913 1188 9 0.0 910 562 1389 1809 13 0.0 497 1041 933 1213 0 0.1 1195 651 1476 939 11 0.1 1401 357 1912 717 11 0.1 1330 360 1638 659 13 0.1 579 1069 869 1160 13 0.1 417 809 780 997 11 0.2 1355 363 1809 526 13 0.2 1579 1313 2017 1795 13 0.3 408 723 814 1155 3 0.3 917 1329 1811 1731 13 0.4 404 825 600 964 11 0.4 568 335 1074 485 13 0.5 1741 1410 2007 1648 5 0.5 340 684 1015 1714 5 0.5 1483 1160 2012 1839 5 0.6 1366 421 2028 1875
c374e62c67f8e7a4d460e37d56bfa852,14 1 0 0 1 1
cb3b210015a31adab114493e1150eaf8,14 1 0 0 1 1
6cbf4295b5b72bc01ef6fd171ef7733e,2 0.0 244 1708 298 1749 11 0.0 1918 1569 2087 1801 13 0.0 1327 1252 2067 1737 9 0.0 580 342 1596 2004 3 0.0 785 1247 2016 1818 11 0.1 1803 1381 2096 1756 1 0.1 1803 1371 2065 1488 10 0.1 1636 1409 2123 1866 5 0.1 1209 315 2100 1715 9 0.1 1231 1357 2098 1861 10 0.2 1827 1522 2109 1792 5 0.2 1514 1273 2045 1629 13 0.3 1680 1299 2069 1620 13 0.5 1769 1371 2054 1512
564141a415cfa32841bb2de146faa5eb,3 0.1 1146 1822 2065 2320 0 0.2 1468 1037 1729 1292
fc28fc9ede2c505c2125343c048124b6,11 0.0 1350 227 1547 268 11 0.1 623 205 917 263 0 0.1 1163 546 1403 797 11 0.2 465 227 682 381
2f775125346cd62232d8e835794941c0,11 0.0 564 383 972 661 11 0.0 1498 305 1782 420 13 0.0 832 423 988 972 11 0.0 639 372 845 431 9 0.0 877 410 1326 1358 13 0.0 1720 490 1872 592 13 0.1 503 418 775 860 13 0.1 1621 471 1840 747 11 0.1 458 361 775 562 9 0.2 975 426 1201 1146 11 0.3 1489 308 1664 359 11 0.4 524 370 932 498 13 0.7 1677 495 1820 645
1fae839a73abec3f3d7436fa2bce4630,10 0.0 0 1980 78 2114 5 0.0 168 549 828 1887 11 0.0 460 273 818 500 11 0.0 1236 264 1624 417 11 0.0 2 1987 74 2124 5 0.0 214 1074 694 1799 13 0.0 494 325 812 586 11 0.1 508 281 854 366 11 0.1 1226 269 1498 352 7 0.1 1530 1379 1828 1799 10 0.3 1780 1895 1914 2075 11 0.3 1794 1907 1910 2073 13 0.4 532 469 656 591 13 0.4 414 479 660 640 11 0.5 464 291 674 425 0 0.8 1074 667 1326 933
6f8320a9c444090bd55010537a9e7dcb,0 0.0 1384 981 1698 1297 10 0.0 442 1549 893 2007 10 0.0 254 1519 636 2057 13 0.0 846 796 983 978 13 0.0 822 1540 1127 1642 13 0.0 737 744 1032 1079 13 0.0 852 812 928 922 11 0.0 849 569 1149 630 13 0.0 434 1577 1026 1955 7 0.1 322 1466 1029 1989 13 0.1 792 775 939 931 7 0.2 497 1688 972 1872 13 0.2 524 1691 964 1869 10 0.8 270 1506 1067 2284
da35978a37f990de5a0d68b1e9399e9e,5 0.0 1828 1061 2467 2171 3 0.0 1184 1564 2291 2206 5 0.2 659 1081 1201 2118 0 0.5 1289 946 1893 1400
5b6707d336c733e0a8d4233bb08483c7,11 0.0 1464 318 1682 465 11 0.1 1219 323 1439 387 3 0.2 785 1182 1538 1576
c06b82fd93dbc1cc113b779b69b1696a,0 0.6 1108 574 1299 802 13 0.7 697 1025 837 1289
bb5ffb34f5baa01ec1e47df249046609,11 0.0 901 469 1129 541 11 0.0 1780 528 1920 691 0 0.5 1330 862 1607 1138
615be21de05d7049ddb1652520d7f528,8 0.0 794 813 838 853 11 0.0 492 265 906 361 5 0.1 1427 847 1970 1645 5 0.1 106 308 903 1541 0 0.1 747 522 1453 1547 3 0.3 736 1093 1869 1642 5 0.3 1194 231 2029 1630 0 0.6 798 537 1391 896
c4311217936b89f9dbcc6fb57e00b40d,9 0.0 1076 0 1481 280 11 0.0 1549 365 1840 421 0 0.7 1326 792 1622 1072 3 0.8 892 1513 2031 1925
4317ccff1c5ab145abf05130c49402b0,0 0.1 944 778 1494 1159 0 0.5 1201 775 1494 1050 3 0.8 897 1353 2037 1720
39af4d0dbe33277af4520b6bdee5e1b2,11 0.0 227 2405 327 2553 8 0.0 557 1591 740 1754 9 0.0 562 1643 673 1736 2 0.0 1701 1230 1771 1288 8 0.1 582 1652 670 1733 0 0.8 1454 553 1755 907
90298b04a0c568ee2144c3431711b30e,11 0.0 1455 712 1591 804 11 0.0 1645 1640 1811 1728 13 0.0 1655 1652 1766 1701 13 0.1 1499 1621 1805 1742 13 0.5 1595 1642 1797 1716 0 0.8 1145 956 1361 1160 3 0.8 810 1459 1688 1756
b440e6708f332a8be9eeccc368b0df24,11 0.0 1362 576 1697 670 5 0.0 317 1412 789 1792 11 0.1 636 521 1017 629 8 0.1 1542 1144 1871 1504 7 0.1 1519 1097 1884 1523 6 0.2 1540 1100 1891 1526 4 0.2 1439 1094 2030 1900 11 0.2 1437 576 1823 734 4 0.2 1531 1111 1925 1543 7 0.3 1433 1094 2030 1919 11 0.5 614 526 839 676 0 0.8 1220 842 1497 1116 3 0.8 789 1487 1966 1941
415fe8e39c0546ff191f8e33888f09d4,11 0.0 1137 247 1287 320 11 0.0 1176 237 1459 292 11 0.0 631 218 892 268 0 0.3 1026 591 1252 850
6febf1e7c57204153c4751a1bf6e39cc,5 0.0 1567 700 2203 1872 13 0.0 1963 829 2159 970 2 0.0 1960 823 2159 967 0 0.1 1351 797 1740 1187 3 0.2 1043 1362 2083 1925
a2a2bd5197fb23da123f610e00d8b08e,11 0.0 1496 207 1778 269 9 0.0 1357 266 2500 944 7 0.2 1365 331 1574 895 11 0.2 568 226 973 334
e541711f560cd700d7fdddd1d3dd98d4,3 0.0 596 1426 1340 1642 5 0.1 1355 959 1682 1542 11 0.2 1079 425 1363 489 0 0.2 631 693 1143 1343 11 0.2 495 420 761 482 0 0.8 927 695 1135 902
99ccfe1695993a5275d11aad4e2abb9c,5 0.0 72 251 1016 1945 5 0.1 1217 346 2051 1961
3e86f7a0078799279f334db4074f109e,13 0.0 571 472 744 565 7 0.0 154 1780 226 1865 11 0.0 637 456 806 541 11 0.0 115 1806 189 1972 13 0.0 162 1775 236 1853 13 0.0 534 503 691 572 9 0.0 166 1775 234 1853 11 0.0 465 472 635 577 13 0.0 534 486 781 615 11 0.0 467 446 796 714 13 0.1 469 484 742 814 9 0.1 4 1464 74 1875 5 0.1 193 617 744 1739 3 0.2 699 1521 1414 1775 11 0.2 1050 491 1223 555 5 0.4 201 1224 685 1730 11 0.7 489 451 789 562 0 0.8 950 710 1200 978
218e819ed8c0fe25c92ee7f1d5b993c7,11 0.0 1181 254 1393 311 2 0.0 1159 728 1259 871 8 0.0 1535 648 1557 676 11 0.3 159 1651 321 1905 10 0.3 136 1599 602 2042 10 0.3 150 1641 342 1933 0 0.7 1037 689 1265 886
7db8d2571612fa51c3fea231524803cc,11 0.1 1623 180 1912 248 11 0.2 766 217 1140 300
9a7c3ac63356de02fc79d613fccee843,11 0.3 588 318 837 370 11 0.3 1147 327 1423 401 3 0.5 726 1213 1476 1531
7333af45f987aed199da0aed5dd59fd6,11 0.0 860 269 1056 310 0 0.1 999 684 1572 1144 11 0.2 1369 277 1563 371 7 0.4 894 280 1141 969
6ee33e87bb9db350f4492c105b484d7b,9 0.0 1007 712 1069 802 8 0.0 592 697 835 931 9 0.0 1035 1085 1128 1192 5 0.1 57 423 943 2183 5 0.1 1375 1180 1929 2036 13 0.1 637 747 771 891 5 0.3 1165 456 1971 2098 8 0.4 639 747 775 891
6a7a509436c9822e6481247f7df41779,3 0.0 714 1087 2144 1806 9 0.0 2179 356 2607 1715 9 0.0 0 324 311 929 9 0.0 793 551 1698 1826 0 0.0 849 516 1738 1596 5 0.1 1420 264 2546 1779 0 0.5 884 603 1664 1087
4736524816401e7b31cfb0cac71d7a8e,11 0.0 2056 2073 2118 2181 10 0.0 2061 2070 2116 2184 9 0.0 1111 507 1461 1842 0 0.9 1364 570 1635 837 3 0.9 997 1407 2027 1974
594fb89413087c080ddd2c97a3f6acf0,3 0.6 1170 1632 2383 1984 0 0.8 1574 751 1935 1147
1b2df8b1ebcd4cf26b828e96dd54304a,0 0.6 1082 647 1302 854 3 0.8 794 1101 1652 1379
232e100235a5357cf19c135892af7d83,11 0.0 1863 426 2112 483 11 0.0 1068 387 1365 447 11 0.0 2112 438 2409 699 9 0.0 480 222 1458 2031 12 0.0 1767 486 2622 2466 0 0.0 1581 930 1884 1176 10 0.0 381 582 1422 2349 11 0.0 1962 426 2307 591 11 0.2 1863 429 2244 522 12 0.7 372 423 1461 2397
76482dd89d7d8ea3650e9a0b8e01aba6,13 0.0 341 802 728 1179 11 0.0 1235 361 1404 432 13 0.0 500 1497 830 1742 11 0.0 175 1737 349 1963 3 0.0 722 1554 1764 1844 13 0.0 368 845 563 942 7 0.0 1390 1232 1587 1407 13 0.0 1381 1229 1628 1410 11 0.1 1899 1780 1975 1920 7 0.1 506 1535 839 1763 13 0.3 1622 1319 1879 1426 13 0.3 1513 1267 1803 1350 0 0.4 1124 712 1338 952 11 0.4 183 1782 294 1922 13 0.5 1754 1376 1865 1424 13 0.6 378 845 658 1009 13 0.6 1437 1262 1891 1424
f7c9af76d1b6223f1eef8f20b51f1513,11 0.0 676 301 847 392 10 0.0 1706 1820 1801 1958 3 0.0 648 1469 1571 1796 11 0.1 504 299 796 375 8 0.1 1531 1331 1587 1391 10 0.1 93 1787 158 1901 11 0.1 97 1789 160 1903 11 0.2 1716 1832 1786 1951 11 0.2 448 299 662 434 0 0.7 987 650 1217 925
2b096376f5a0f62d10847e5d6f540a41,11 0.0 1221 465 1396 515 0 0.0 820 788 1237 1300 11 0.0 1688 1735 1778 1884 11 0.0 543 479 724 634 11 0.1 481 465 831 714 11 0.2 631 470 890 534 11 0.3 1149 472 1410 541 11 0.5 555 470 880 593 3 0.6 777 1512 1542 1763 0 0.9 1028 759 1242 1011
884f2b574d9600dd52f4a04c9aa3a230,8 0.0 268 354 391 467 13 0.0 752 453 911 669 9 0.0 839 439 900 579 13 0.0 832 419 898 562 9 0.1 740 475 895 667 8 0.1 742 484 891 669 8 0.2 418 1403 479 1468 7 0.2 742 489 882 655 3 0.3 866 1592 1796 2008 11 0.3 1980 2166 2070 2312 8 0.6 259 1744 304 1803 8 0.7 747 574 848 664 0 0.7 1269 745 1514 1038
ec73f422063ce59169c6c13d3c6227a7,9 0.0 928 693 1388 2392 13 0.0 224 1205 330 1243 11 0.0 651 414 954 475 11 0.1 1462 398 1642 441 0 0.7 1203 828 1453 1086
16df71f433fedfbc6c67cc338137d7e4,13 0.0 1569 898 2015 1436 5 0.0 1837 724 2469 2662 11 0.0 1669 387 2046 573 3 0.0 882 1913 2054 2504 11 0.1 2340 2687 2448 2860 11 0.1 815 452 1040 520 11 0.2 170 2439 243 2573 13 0.4 1749 941 2007 1313 11 0.4 691 458 1068 554 11 0.5 1520 390 1971 498 0 0.7 973 885 1814 1740 0 0.8 1375 901 1816 1415
be794e647d0f6f47a4cd21964c6f96e5,11 0.0 598 628 804 692 11 0.0 1151 635 1318 683 11 0.0 473 665 639 798 11 0.2 668 635 804 672 0 0.6 964 940 1200 1180
56beeb20098b516474d17a9c36b23c7c,11 0.0 1248 757 1497 828 11 0.0 352 1165 524 1675 7 0.0 360 1175 514 1654 11 0.0 1388 740 1525 840 7 0.0 1433 1168 1772 1792 11 0.0 789 717 958 771 11 0.0 1238 769 1348 847 9 0.0 360 1144 528 1656 7 0.4 1499 1172 1747 1516 0 0.8 1147 994 1361 1196 3 0.8 804 1500 1688 1806
01431a2618c0ace741e4e270a37e20b9,0 0.6 1379 813 1652 1094 3 0.9 1046 1443 2045 1772
4d3acb5e51c6ab03ed5bc7537125ffc2,9 0.0 1220 906 1282 1023 0 0.0 821 433 1894 1889 9 0.0 1213 1119 1270 1236 8 0.0 521 1119 868 1606 8 0.0 1392 689 1722 1263 11 0.0 621 332 1059 463 8 0.0 802 1285 873 1358 2 0.1 1425 710 1727 1192 5 0.1 93 291 1139 2093 5 0.1 1613 1151 2186 2128 8 0.1 1606 558 1710 667 0 0.1 1387 686 1729 1195 5 0.3 1356 305 2248 2264 0 0.5 935 656 1751 1192
a450a8bf5b6f81cdc6111bc26d512856,0 0.0 1029 1044 1504 1393 3 0.2 809 1608 2037 2029
670058d081c80065f0bc1087737093cb,11 0.0 1524 415 1742 508 11 0.0 582 449 880 496 10 0.0 1982 2195 2048 2405 11 0.0 1986 2200 2046 2400 12 0.0 42 513 974 2332
9a8dfa3f9fb55a22a1fae7efeca1c326,11 0.0 183 1362 292 1580 7 0.0 1433 1023 1766 1474 7 0.4 292 944 769 1421
58baa9b0269a2987f5475a554033c4b1,11 0.0 1167 408 1422 474 3 0.6 1335 1536 2334 1863 0 0.8 1650 708 1896 948
c4232411727c2821c17c059a260427d9,0 0.0 953 747 1465 1101 5 0.1 1209 510 2124 2112
3fc0d536d17610d6811d9c725999e25e,0 0.0 831 498 1229 892 11 0.0 539 280 682 392 7 0.0 1418 1068 1706 1509 7 0.1 345 952 711 1469 13 0.1 1275 731 1531 909 11 0.1 1155 216 1369 280 0 0.2 1044 467 1235 660 11 0.6 1359 216 1527 327 3 0.7 697 1220 1492 1533
4fba6d90e4c0141270b19446fbc97796,0 0.4 1409 771 2039 1248
56237d3770e31568eb965067d2d948af,0 0.8 1148 692 1449 1055 3 0.9 869 1285 1793 1671
f026b34e04a2bfc6327f2218cf47cd73,11 0.0 1917 384 2198 536 11 0.0 851 381 1200 458 11 0.0 650 368 1019 542 11 0.0 1778 371 2108 471 5 0.0 1530 406 2539 2913 10 0.1 2340 2932 2438 3068 11 0.1 2345 2938 2436 3071 11 0.2 1780 371 2018 424 11 0.2 836 378 1032 436 11 0.5 733 381 1022 467
d75a718e64f556d92fada391278ac5f3,11 0.0 1332 410 1622 476
ac2ff5fbe1414b37f6c093af463a2e8c,11 0.0 1236 476 1454 544 9 0.0 1162 1626 1748 1846 11 0.1 1494 496 1620 591 0 0.1 1078 835 1314 1069
739077a7a2add5c87ca97bda44c8bb95,12 0.0 397 402 1210 2253
33e9093de7567d13466efefda65aa682,11 0.0 1818 366 2073 414 3 0.0 1341 1569 2259 1944 11 0.0 1197 369 1443 420
5d74f8fd78068c30775dc2c98790e8b9,9 0.0 2471 2882 2541 3034 3 0.1 679 1644 1993 2139 0 0.2 858 749 1739 1446 9 0.2 712 1393 1172 2195 0 0.8 1299 758 1712 1294
b29fdbcf453e70793197879d52dd9932,7 0.0 261 778 769 1232 11 0.0 1336 138 1527 249 11 0.2 592 100 857 176 3 0.9 752 1009 1579 1324
7befd6661fd921f67f8d9cb84f98868f,14 1 0 0 1 1
056815f22ac3de9b9eb6fb963d4cfa5a,5 0.0 2137 1315 2591 2093
b8603c52ef3d03e6f9da6af8a089b455,11 0.0 658 384 896 441 11 0.0 1344 361 1601 503 5 0.0 1336 757 1801 1550 6 0.1 1285 816 1778 1576 7 0.1 1392 845 1819 1571 13 0.1 314 724 865 1469 6 0.1 317 724 876 1486 4 0.2 331 793 857 1509 3 0.3 722 1172 1534 1611 7 0.3 1497 1158 1747 1554 6 0.3 1462 1096 1751 1550 7 0.4 341 755 880 1495 11 0.5 1223 368 1546 451
8b9c9d55bd03bf92f252c764bdc05bcf,9 0.0 896 0 1157 904 9 0.1 683 408 802 522 7 0.1 672 408 800 524 8 0.1 680 411 796 515 0 0.8 1094 505 1305 731
3215a7d4dc49d93b54635b85df536b8f,14 1 0 0 1 1
8b44752d98acbc233b093260c0f2061d,14 1 0 0 1 1
3f51f6bbad915b2d088bdceea490f3ff,13 0.0 1891 569 2123 1028 8 0.0 1555 1351 1622 1417 13 0.0 1861 525 2059 799 13 0.0 1721 780 1955 941 11 0.0 1704 339 1965 531 13 0.0 1683 780 2159 1168 11 0.0 1385 274 2031 730 11 0.0 533 347 1058 544 13 0.1 1721 544 2062 944 13 0.1 1948 897 2145 1028 2 0.1 1700 1480 1782 1548 13 0.1 2024 903 2145 960 8 0.1 1702 1485 1778 1545 13 0.2 1846 892 2138 1130 11 0.2 421 435 945 996 13 0.2 1929 605 2041 818 11 0.5 410 358 923 673 13 0.7 428 517 949 1086 0 0.7 1255 662 1607 1089 13 0.7 1527 451 2140 1124 11 0.7 1416 304 1932 506
72cfa22b529d2ae71985b2636cb9baf8,5 0.0 873 906 1455 2106 7 0.0 1278 480 1485 699 7 0.0 1266 453 1488 567 13 0.0 2088 549 2256 717 11 0.0 1122 435 1338 531 6 0.0 1257 465 1485 678 11 0.0 1938 381 2106 441 13 0.0 1266 471 1485 699 2 0.0 1809 738 1974 1038 13 0.0 1959 534 2349 1029 13 0.0 1830 408 2352 765 11 0.0 1185 438 1338 495 10 0.0 768 2247 840 2346 11 0.0 768 2244 843 2346 11 0.0 1101 429 1467 573 13 0.0 1245 441 1479 564 11 0.1 1824 393 2064 558 11 0.1 1854 411 2358 762 13 0.1 1857 423 2010 552 11 0.4 1872 375 2169 462 11 0.4 1191 420 1479 504 11 0.4 2193 540 2388 762 13 0.5 2052 522 2367 756 3 0.7 1401 1770 2406 2100 0 0.8 1680 669 2001 1026
5254623fe2189d170d018917e5833c79,10 0.0 269 1712 618 2063 11 0.0 1266 440 1469 535 11 0.0 1309 440 1649 523 11 0.0 614 465 981 626 11 0.3 276 1723 449 2000 11 0.3 671 476 976 548 10 0.3 278 1720 454 1991 0 0.3 1173 861 1435 1152 11 0.4 1462 446 1761 629 3 0.8 865 1545 1859 1847
bbab4dd25cce6bcce8cfbc431301d5e1,11 0.0 526 494 715 596 11 0.0 1340 458 1536 524
b6306e43c25510ae95720bc16ce3e9df,14 1 0 0 1 1
4b81d215ee6e2cb1d59cd812475c0172,13 0.0 1998 1743 2181 2166 9 0.0 276 438 777 828 13 0.0 1842 1449 2199 2148
ded48559b86e307d86f522abb9bab7d1,0 0.0 952 809 1120 982 3 0.1 654 1398 1367 1652
86f163288f42611c975cbc28990cadd3,11 0.0 1799 261 2065 331 0 0.3 1658 589 2001 920 3 0.8 1260 1125 2484 1594
a7e8992bfbf1e24fb95721fb71e51159,14 1 0 0 1 1
2149d92bf6e0a54eefb4ad12a24decd9,0 0.0 956 645 1159 857 8 0.0 615 1448 662 1507 11 0.0 1127 306 1394 425 11 0.0 1287 1547 1334 1599 11 0.2 1061 306 1318 377 11 0.4 561 263 806 332
493a7af11aa1a9a1a676aba29e0c6f9d,13 0.0 415 512 1033 2180 2 0.0 1280 911 1346 1011 13 0.0 1672 1797 1855 2117 13 0.0 500 727 851 962 5 0.0 376 1206 787 1984 11 0.0 668 347 1024 472 13 0.0 1611 1627 1887 2161 11 0.1 511 363 808 626 11 0.1 504 371 926 851 5 0.1 1273 472 2007 2234 11 0.2 1277 371 1770 564 5 0.2 253 458 1020 2361 8 0.3 388 1759 465 1843 11 0.4 1277 382 1627 464 5 0.5 1604 1331 1930 2166 13 0.5 534 485 970 941 11 0.6 577 350 1020 588 0 0.8 1113 805 1357 1033
3075716fb54707f068e0ecd8d687f799,11 0.0 1678 2063 1756 2183 11 0.0 44 2073 114 2200 8 0.0 1464 1675 1606 1880 9 0.0 1472 1660 1614 1887 7 0.0 1464 1670 1612 1885 11 0.2 654 530 832 583 0 0.8 998 815 1210 1021
af72268c7cc92691f6f095ad6ba5af60,3 0.0 767 1452 1546 1818 0 0.1 1024 854 1254 1058 11 0.3 611 486 872 548
32b33ed354f4f86cec0a90e53f584d58,5 0.0 302 1387 895 2144 3 0.2 954 1866 1930 2191 5 0.2 1733 1461 2156 2153 0 0.8 1263 1070 1549 1396
818a1e7fcce109b3640d73dcf9ae74da,11 0.0 1376 498 1530 586 11 0.0 1248 486 1518 569 11 0.1 662 466 858 518 3 0.1 760 1533 1572 2004 11 0.1 1210 481 1438 530
a3874b272553659e7d83cfaf09dad9e0,9 0.0 1512 0 1687 105 2 0.0 358 856 427 911 9 0.0 358 795 607 961 2 0.1 1498 762 1584 919 0 0.8 1306 701 1596 1000 3 0.9 874 1545 2026 1947
5c0e796a597b61fba079b721221267a4,5 0.0 335 1210 764 2143 11 0.0 731 177 1120 245 0 0.0 1330 710 1612 989 11 0.1 566 183 945 409 11 0.1 635 189 1087 298 11 0.1 1612 180 1963 264 11 0.1 513 211 777 475
13775f4e51c24f0cd01ba11398e2caeb,11 0.0 782 529 999 576
62019939690f6d1adffa89335bc8822f,0 0.0 1135 794 1936 1406 2 0.0 1738 953 1872 1109 11 0.0 1004 446 1254 500 8 0.1 2439 1661 2484 1702 0 0.9 1585 794 1925 1170 3 0.9 957 1597 2356 1995
47e9bd83458885c6edba8b24a267a392,10 0.0 349 948 1016 1865 11 0.0 1656 411 2045 503 11 0.0 266 763 500 1399 10 0.0 357 1637 807 2223 11 0.0 1857 401 2104 562 7 0.0 406 1618 758 2118 13 0.0 2024 707 2289 1183 6 0.1 2032 704 2292 1229 13 0.1 430 658 839 1272 13 0.1 503 1334 711 1451 11 0.1 333 658 792 1386 11 0.1 438 383 1128 784 10 0.1 182 401 1044 2362 13 0.1 1654 460 2026 1013 11 0.1 406 479 727 895 11 0.2 677 395 1133 497 7 0.2 417 701 865 1436 6 0.3 417 713 945 1433 13 0.4 1646 479 2300 1238 6 0.4 1641 445 2300 1244 7 0.4 471 1671 1008 2189 10 0.6 245 1504 1000 2470
673fdef5f3c813232620a6d2af079cac,8 0.0 1681 1385 1731 1435 7 0.0 1684 842 1903 1144 13 0.0 424 1399 575 1484 8 0.0 1512 800 1563 845 11 0.0 753 546 1031 604 8 0.0 1807 1601 1884 1689 11 0.0 1401 529 1595 573 8 0.0 1403 1587 1476 1662 0 0.0 1189 825 1423 1124 9 0.0 477 936 589 1080 3 0.0 846 1385 1773 1889 6 0.0 463 928 671 1188 6 0.1 495 831 960 1329 13 0.1 427 1404 506 1454 7 0.1 474 933 614 1097 7 0.1 468 883 858 1263 6 0.1 477 933 600 1086 8 0.3 1754 906 1868 1036 6 0.3 1382 717 1992 1883 5 0.3 1387 753 2005 1886 6 0.3 433 789 997 1836 8 0.4 1353 753 2012 1897
04c6efbd31a676bb888a4f5bf53d03c1,8 0.0 1383 1421 1422 1455 13 0.0 1622 1758 1690 1832 11 0.0 117 1877 183 1960 11 0.1 1731 1894 1797 1998 0 0.3 976 778 1229 1035
e13092b1a2848a29558f6c661652332d,9 0.0 1745 1554 1916 1676 8 0.0 1588 1321 1700 1418 9 0.0 1517 1169 2124 1836 5 0.0 1205 296 2240 2310 9 0.1 1280 540 2256 2180 9 0.1 1722 1274 2008 1645 9 0.6 1827 1338 1928 1554
cc5503112f1ca892fee7fb0d1002a6f9,11 0.0 535 306 802 425 11 0.0 1219 275 1538 406 11 0.4 1147 280 1457 361 11 0.5 574 301 855 368
f3da3f6e8cbc9b17d27754339b0b2311,11 0.0 1708 121 2060 214 11 0.1 1767 121 2174 275 10 0.1 2458 2202 2623 2416 11 0.4 2475 2220 2620 2422 0 0.7 1502 501 1851 924
0d0561a5e6379aba13d71e50b6b70747,2 0.0 1515 879 1695 1095 2 0.0 1566 957 1680 1086 5 0.0 1869 855 2262 1707 11 0.0 1638 477 1854 546 8 0.0 1866 906 2343 2112 8 0.0 2043 1377 2205 1566 9 0.0 516 1917 552 1956 8 0.0 1992 1161 2250 1821 5 0.0 1713 720 2379 2283 8 0.0 516 1920 552 1956 5 0.1 627 1440 1008 1974 5 0.1 573 891 1119 2019 2 0.4 1599 1002 1665 1077 8 0.7 2073 1431 2184 1533 2 0.8 1677 1581 1788 1689 0 0.8 1437 843 1698 1092
a7b8a9e921ea304362918523cc3529ef,3 0.0 495 1382 1300 2108 10 0.0 1234 1299 1848 1881 12 0.1 1298 1075 1636 1401 10 0.2 1319 1102 1638 1493 7 0.2 1293 1152 1613 1396 10 0.8 1255 712 1850 2218 12 0.9 1280 731 1832 1407
